CustomerID,LastPurchaseDate,Frequency,Monetary,TotalTransactions,AvgTransactionValue,Country,Region,Recency,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Historical_CLV,Predicted_CLV
15351,2024-12-04 11:49:00,1,274.66999999999996,51,5.385686274509803,United Kingdom,London,86,1,1,2,112,4,Hibernating,274.66999999999996,2.1542745098039213
16353,2025-02-16 19:16:00,8,1295.2,14,92.51428571428572,United Kingdom,London,11,5,5,5,555,15,Champions,1295.2,1480.2285714285715
17402,2025-01-13 13:59:00,3,571.87,27,21.18037037037037,United Kingdom,East of England,46,2,4,4,244,10,About To Sleep,571.87,50.83288888888889
13034,2024-12-04 14:52:00,1,165.86000000000004,11,15.078181818181822,United Kingdom,London,86,1,1,1,111,3,Hibernating,165.86000000000004,6.031272727272729
14081,2025-02-09 16:17:00,2,934.5200000000001,153,6.107973856209151,United Kingdom,London,19,4,4,4,444,12,Champions,934.5200000000001,19.545516339869284
13174,2025-01-26 15:36:00,2,2108.2700000000013,242,8.711859504132237,United Kingdom,East Midlands,33,3,4,5,345,12,Loyal Customers,2108.2700000000013,20.908462809917367
16858,2024-12-05 09:52:00,1,375.69000000000005,10,37.569,United Kingdom,London,85,1,1,3,113,5,Hibernating,375.69000000000005,15.027600000000001
18219,2025-02-15 14:18:00,3,484.36999999999995,30,16.145666666666664,United Kingdom,London,13,4,4,3,443,11,Loyal Customers,484.36999999999995,77.49919999999999
14748,2024-12-05 10:24:00,2,470.41999999999996,32,14.700624999999999,United Kingdom,London,85,1,4,3,143,8,At Risk,470.41999999999996,11.7605
16638,2025-02-21 09:00:00,4,741.8899999999999,44,16.861136363636362,United Kingdom,East of England,7,5,5,4,554,14,Champions,741.8899999999999,134.8890909090909
15898,2024-12-06 13:30:00,2,521.69,64,8.15140625,United Kingdom,West Midlands,84,1,4,4,144,9,At Risk,521.69,6.521125000000001
14344,2024-12-15 17:51:00,3,355.65,14,25.40357142857143,United Kingdom,West Midlands,74,2,4,3,243,9,About To Sleep,355.65,60.96857142857144
16898,2024-12-05 12:23:00,1,116.08000000000001,32,3.6275000000000004,United Kingdom,South East,85,1,1,1,111,3,Hibernating,116.08000000000001,1.4510000000000003
15356,2025-02-15 12:11:00,3,619.7299999999993,157,3.947324840764327,United Kingdom,South East,13,4,4,4,444,12,Champions,619.7299999999993,18.94715923566877
14215,2025-01-27 14:53:00,3,922.1100000000002,51,18.080588235294123,United Kingdom,East Midlands,32,3,4,4,344,11,Loyal Customers,922.1100000000002,65.09011764705883
17470,2024-12-06 09:57:00,1,178.40000000000003,11,16.218181818181822,United Kingdom,North West,84,1,1,1,111,3,Hibernating,178.40000000000003,6.487272727272729
15649,2025-01-06 13:34:00,2,816.0,2,408.0,United Kingdom,South East,53,2,4,4,244,10,About To Sleep,816.0,652.8000000000001
17720,2024-12-06 10:43:00,1,102.0,1,102.0,United Kingdom,East of England,84,1,1,1,111,3,Hibernating,102.0,40.800000000000004
15018,2024-12-06 10:47:00,1,111.25,5,22.25,United Kingdom,London,84,1,1,1,111,3,Hibernating,111.25,8.9
14733,2025-02-09 10:17:00,6,6940.719999999999,136,51.03470588235294,United Kingdom,South West,19,4,5,5,455,14,Champions,6940.719999999999,489.93317647058825
14282,2024-12-06 12:21:00,1,571.0,13,43.92307692307692,United Kingdom,South East,84,1,1,4,114,6,Hibernating,571.0,17.569230769230767
14739,2025-01-04 13:29:00,2,943.44,18,52.413333333333334,United Kingdom,North West,55,2,4,5,245,11,About To Sleep,943.44,83.86133333333333
17591,2025-02-13 13:11:00,3,867.7100000000002,118,7.3534745762711875,United Kingdom,London,15,4,4,4,444,12,Champions,867.7100000000002,35.2966779661017
15081,2024-12-06 16:20:00,1,111.14999999999999,8,13.893749999999999,United Kingdom,South East,84,1,1,1,111,3,Hibernating,111.14999999999999,5.5575
13599,2025-01-05 15:25:00,3,721.98,26,27.76846153846154,United Kingdom,South West,54,2,4,4,244,10,About To Sleep,721.98,66.6443076923077
13842,2025-02-02 13:31:00,3,907.53,55,16.500545454545453,United Kingdom,South East,26,4,4,4,444,12,Champions,907.53,79.20261818181818
13199,2025-02-15 11:54:00,8,1875.0400000000002,25,75.00160000000001,United Kingdom,London,13,4,5,5,455,14,Champions,1875.0400000000002,960.0204800000001
18043,2024-12-07 12:35:00,1,316.45999999999987,66,4.794848484848483,United Kingdom,North West,83,1,1,3,113,5,Hibernating,316.45999999999987,1.9179393939393934
16713,2025-02-17 10:03:00,4,1616.12,137,11.796496350364963,United Kingdom,North West,11,5,5,5,555,15,Champions,1616.12,94.3719708029197
18259,2024-12-07 13:38:00,1,376.30000000000007,7,53.75714285714287,United Kingdom,South East,83,1,1,3,113,5,Hibernating,376.30000000000007,21.50285714285715
16679,2024-12-07 13:51:00,1,129.75,3,43.25,United Kingdom,South East,83,1,1,1,111,3,Hibernating,129.75,17.3
15680,2024-12-07 14:43:00,1,478.88999999999993,30,15.962999999999997,United Kingdom,West Midlands,83,1,1,3,113,5,Hibernating,478.88999999999993,6.385199999999999
13531,2024-12-07 15:03:00,1,305.45000000000005,15,20.363333333333337,United Kingdom,London,83,1,1,2,112,4,Hibernating,305.45000000000005,8.145333333333335
17340,2024-12-19 17:05:00,2,4360.390000000001,136,32.061691176470596,United Kingdom,South East,70,2,4,5,245,11,About To Sleep,4360.390000000001,51.298705882352955
16011,2025-02-21 15:59:00,4,753.1899999999999,61,12.347377049180327,United Kingdom,South East,7,5,5,4,554,14,Champions,753.1899999999999,98.77901639344262
14437,2024-12-08 09:27:00,1,63.0,5,12.6,United Kingdom,South East,82,1,1,1,111,3,Hibernating,63.0,5.04
15660,2024-12-08 09:49:00,1,209.3,10,20.93,United Kingdom,London,82,1,1,2,112,4,Hibernating,209.3,8.372
14987,2024-12-08 12:13:00,1,163.2,2,81.6,United Kingdom,North West,82,1,1,1,111,3,Hibernating,163.2,32.64
13240,2024-12-08 12:49:00,1,224.07,21,10.67,United Kingdom,South East,82,1,1,2,112,4,Hibernating,224.07,4.268
14479,2024-12-08 12:59:00,1,174.4,10,17.44,United Kingdom,London,82,1,1,1,111,3,Hibernating,174.4,6.976000000000001
17816,2024-12-08 14:10:00,1,16.209999999999997,10,1.6209999999999998,United Kingdom,East Midlands,82,1,1,1,111,3,Hibernating,16.209999999999997,0.6484
12826,2025-01-26 12:06:00,3,697.1000000000001,49,14.2265306122449,United Kingdom,London,33,3,4,4,344,11,Loyal Customers,697.1000000000001,51.21551020408164
15211,2024-12-08 16:08:00,1,383.0700000000001,23,16.65521739130435,United Kingdom,South East,82,1,1,3,113,5,Hibernating,383.0700000000001,6.66208695652174
17827,2024-12-09 11:31:00,3,1271.8000000000002,112,11.355357142857144,United Kingdom,North West,81,1,4,5,145,10,At Risk,1271.8000000000002,13.626428571428574
18116,2025-02-16 13:28:00,4,827.5200000000001,196,4.2220408163265315,United Kingdom,East Midlands,12,4,5,4,454,13,Champions,827.5200000000001,27.021061224489802
15514,2024-12-13 12:17:00,4,1884.7100000000003,73,25.817945205479457,United Kingdom,East Midlands,77,1,5,5,155,11,At Risk,1884.7100000000003,41.308712328767136
17220,2025-01-30 11:42:00,2,637.5,69,9.23913043478261,United Kingdom,Wales,29,3,4,4,344,11,Loyal Customers,637.5,22.17391304347826
16873,2024-12-09 15:45:00,1,2157.640000000001,68,31.73000000000001,United Kingdom,London,81,1,1,5,115,7,Hibernating,2157.640000000001,12.692000000000005
18016,2025-01-27 15:21:00,2,324.74999999999994,40,8.118749999999999,United Kingdom,London,32,3,4,3,343,10,Loyal Customers,324.74999999999994,19.484999999999996
16923,2025-01-29 11:11:00,3,1226.3100000000006,107,11.460841121495333,United Kingdom,London,30,3,4,5,345,12,Loyal Customers,1226.3100000000006,41.259028037383196
17126,2025-02-12 12:05:00,2,515.2700000000001,124,4.155403225806452,United Kingdom,East of England,16,4,4,3,443,11,Loyal Customers,515.2700000000001,13.297290322580649
15224,2024-12-15 15:02:00,2,322.0799999999999,14,23.00571428571428,United Kingdom,Scotland,75,2,4,3,243,9,About To Sleep,322.0799999999999,36.80914285714285
14413,2024-12-11 13:37:00,1,122.7,23,5.334782608695653,United Kingdom,West Midlands,79,1,1,1,111,3,Hibernating,122.7,2.133913043478261
18004,2024-12-11 13:47:00,1,169.46999999999997,40,4.236749999999999,United Kingdom,London,79,1,1,1,111,3,Hibernating,169.46999999999997,1.6946999999999997
14608,2024-12-11 14:49:00,1,204.0,1,204.0,United Kingdom,North West,79,1,1,2,112,4,Hibernating,204.0,81.60000000000001
13225,2025-01-04 16:28:00,2,2470.4400000000005,12,205.87000000000003,United Kingdom,North West,55,2,4,5,245,11,About To Sleep,2470.4400000000005,329.39200000000005
15159,2025-01-27 12:19:00,4,2698.1200000000013,80,33.726500000000016,United Kingdom,South East,32,3,5,5,355,13,Loyal Customers,2698.1200000000013,161.88720000000006
13211,2024-12-12 16:17:00,1,110.7,2,55.35,United Kingdom,East Midlands,78,1,1,1,111,3,Hibernating,110.7,22.14
13324,2025-01-30 10:13:00,2,1110.6000000000001,10,111.06000000000002,United Kingdom,London,29,3,4,5,345,12,Loyal Customers,1110.6000000000001,266.54400000000004
18075,2025-02-08 09:10:00,3,610.6500000000001,34,17.960294117647063,United Kingdom,North East,20,4,4,4,444,12,Champions,610.6500000000001,86.2094117647059
16083,2024-12-13 11:51:00,1,337.98,17,19.881176470588237,United Kingdom,London,77,1,1,3,113,5,Hibernating,337.98,7.952470588235295
14298,2025-02-23 14:32:00,14,11823.899999999994,362,32.662707182320425,United Kingdom,East Midlands,5,5,5,5,555,15,Champions,11823.899999999994,914.5558011049719
16503,2025-01-12 12:32:00,2,841.7900000000001,51,16.505686274509806,United Kingdom,London,47,2,4,4,244,10,About To Sleep,841.7900000000001,26.409098039215692
13458,2025-02-24 11:30:00,4,4170.82,143,29.166573426573425,United Kingdom,South East,4,5,5,5,555,15,Champions,4170.82,233.3325874125874
16003,2024-12-14 12:09:00,1,1181.0000000000002,20,59.05000000000001,United Kingdom,South East,76,2,1,5,215,8,About To Sleep,1181.0000000000002,47.24000000000001
13092,2024-12-14 12:27:00,1,185.45,7,26.49285714285714,United Kingdom,South East,76,2,1,2,212,5,About To Sleep,185.45,21.194285714285712
12928,2024-12-14 15:45:00,1,392.34,17,23.078823529411764,United Kingdom,East of England,76,2,1,3,213,6,About To Sleep,392.34,18.463058823529412
15615,2025-02-13 15:35:00,5,2435.1000000000004,75,32.468,United Kingdom,South West,15,4,5,5,455,14,Champions,2435.1000000000004,259.7440000000001
13890,2024-12-15 09:31:00,1,190.35000000000002,11,17.30454545454546,United Kingdom,East of England,75,2,1,2,212,5,About To Sleep,190.35000000000002,13.843636363636367
16037,2025-02-07 12:14:00,2,603.46,24,25.144166666666667,United Kingdom,London,21,4,4,4,444,12,Champions,603.46,80.46133333333334
15379,2025-01-19 14:01:00,3,2682.0899999999992,136,19.721249999999994,United Kingdom,London,40,3,4,5,345,12,Loyal Customers,2682.0899999999992,70.99649999999997
14309,2025-02-15 14:48:00,3,588.3900000000001,24,24.516250000000003,United Kingdom,Wales,13,4,4,4,444,12,Champions,588.3900000000001,117.67800000000003
15759,2025-02-15 11:58:00,2,185.04000000000002,6,30.840000000000003,United Kingdom,West Midlands,13,4,4,2,442,10,Potential Loyalist,185.04000000000002,98.68800000000002
15197,2024-12-15 18:01:00,1,556.5,3,185.5,United Kingdom,North West,74,2,1,4,214,7,About To Sleep,556.5,148.4
16711,2025-02-09 14:46:00,2,598.8000000000001,3,199.60000000000002,United Kingdom,East Midlands,19,4,4,4,444,12,Champions,598.8000000000001,638.7200000000001
15160,2024-12-16 14:15:00,1,158.16000000000003,4,39.540000000000006,United Kingdom,London,74,2,1,1,211,4,About To Sleep,158.16000000000003,31.632000000000005
17343,2024-12-18 15:07:00,1,193.63999999999996,17,11.390588235294116,United Kingdom,North West,72,2,1,2,212,5,About To Sleep,193.63999999999996,9.112470588235293
14113,2024-12-19 12:14:00,1,433.5,2,216.75,United Kingdom,East of England,71,2,1,3,213,6,About To Sleep,433.5,173.4
13027,2024-12-19 12:45:00,1,1440.0,6,240.0,United Kingdom,Yorkshire,71,2,1,5,215,8,About To Sleep,1440.0,192.0
15312,2024-12-19 12:51:00,1,289.74,16,18.10875,United Kingdom,East of England,71,2,1,2,212,5,About To Sleep,289.74,14.487000000000002
14737,2024-12-20 13:49:00,1,434.0,8,54.25,United Kingdom,Yorkshire,70,2,1,3,213,6,About To Sleep,434.0,43.400000000000006
17593,2024-12-21 10:29:00,1,662.8999999999999,26,25.49615384615384,United Kingdom,East Midlands,69,2,1,4,214,7,About To Sleep,662.8999999999999,20.396923076923073
13680,2025-01-05 12:11:00,2,2391.59,70,34.16557142857143,United Kingdom,East of England,54,2,4,5,245,11,About To Sleep,2391.59,54.664914285714296
14553,2025-01-03 15:40:00,1,201.93999999999997,23,8.78,United Kingdom,London,56,2,1,2,212,5,About To Sleep,201.93999999999997,7.024
13280,2025-01-26 16:29:00,2,699.3600000000001,78,8.966153846153848,United Kingdom,North West,33,3,4,4,344,11,Loyal Customers,699.3600000000001,21.518769230769234
18179,2025-01-16 14:51:00,2,622.9000000000002,35,17.797142857142862,United Kingdom,South East,43,2,4,4,244,10,About To Sleep,622.9000000000002,28.47542857142858
13183,2025-01-08 10:50:00,1,625.04,20,31.252,United Kingdom,Yorkshire,51,2,1,4,214,7,About To Sleep,625.04,25.0016
17114,2025-02-14 13:50:00,2,270.18999999999994,48,5.628958333333332,United Kingdom,Scotland,14,4,4,2,442,10,Potential Loyalist,270.18999999999994,18.012666666666664
16735,2025-01-08 12:53:00,1,660.3600000000001,47,14.050212765957449,United Kingdom,South West,51,2,1,4,214,7,About To Sleep,660.3600000000001,11.24017021276596
15326,2025-01-09 11:38:00,1,311.71,29,10.748620689655171,United Kingdom,London,50,2,1,2,212,5,About To Sleep,311.71,8.598896551724136
14229,2025-02-20 09:45:00,2,762.1300000000001,26,29.312692307692313,United Kingdom,Yorkshire,8,5,4,4,544,13,Champions,762.1300000000001,117.25076923076925
16303,2025-01-09 14:16:00,1,827.1799999999998,35,23.63371428571428,United Kingdom,London,50,2,1,4,214,7,About To Sleep,827.1799999999998,18.906971428571424
17742,2025-01-10 10:04:00,1,302.57,13,23.274615384615384,United Kingdom,South East,49,2,1,2,212,5,About To Sleep,302.57,18.619692307692308
15189,2025-02-23 18:14:00,4,1343.0600000000002,14,95.93285714285716,United Kingdom,South West,4,5,5,5,555,15,Champions,1343.0600000000002,767.4628571428573
13784,2025-01-31 13:28:00,3,329.64,6,54.94,United Kingdom,West Midlands,28,3,4,3,343,10,Loyal Customers,329.64,197.784
16554,2025-01-11 12:41:00,1,0.85,1,0.85,United Kingdom,Wales,48,2,1,1,211,4,About To Sleep,0.85,0.68
17048,2025-01-11 16:51:00,1,258.40999999999997,15,17.22733333333333,United Kingdom,West Midlands,48,2,1,2,212,5,About To Sleep,258.40999999999997,13.781866666666666
15447,2025-01-12 11:26:00,1,155.17,9,17.24111111111111,United Kingdom,South West,47,2,1,1,211,4,About To Sleep,155.17,13.79288888888889
18106,2025-01-13 12:23:00,1,430.6999999999999,39,11.04358974358974,United Kingdom,Northern Ireland,46,2,1,3,213,6,About To Sleep,430.6999999999999,8.834871794871793
13700,2025-01-15 13:19:00,2,156.00999999999996,26,6.000384615384614,United Kingdom,Wales,44,2,4,1,241,7,About To Sleep,156.00999999999996,9.600615384615383
15296,2025-01-16 11:57:00,1,1199.33,61,19.661147540983606,United Kingdom,East Midlands,43,2,1,5,215,8,About To Sleep,1199.33,15.728918032786886
15422,2025-01-19 16:17:00,2,97.7,6,16.283333333333335,United Kingdom,Yorkshire,40,3,4,1,341,8,About To Sleep,97.7,39.080000000000005
16912,2025-02-21 10:09:00,3,757.6399999999999,32,23.676249999999996,United Kingdom,London,7,5,4,4,544,13,Champions,757.6399999999999,142.05749999999998
16085,2025-01-22 12:07:00,1,181.35,28,6.476785714285714,United Kingdom,East Midlands,37,3,1,2,312,6,About To Sleep,181.35,7.772142857142856
17673,2025-01-22 15:16:00,1,402.42000000000013,44,9.145909090909093,United Kingdom,Northern Ireland,37,3,1,3,313,7,About To Sleep,402.42000000000013,10.97509090909091
13615,2025-01-24 08:21:00,1,417.6900000000001,23,18.1604347826087,United Kingdom,South East,35,3,1,3,313,7,About To Sleep,417.6900000000001,21.79252173913044
15218,2025-01-24 11:20:00,1,581.66,28,20.773571428571426,United Kingdom,East of England,35,3,1,4,314,8,About To Sleep,581.66,24.92828571428571
15110,2025-01-24 11:41:00,1,169.65,9,18.85,United Kingdom,London,35,3,1,1,311,5,About To Sleep,169.65,22.62
16943,2025-01-24 14:00:00,1,451.03,21,21.477619047619047,United Kingdom,Yorkshire,35,3,1,3,313,7,About To Sleep,451.03,25.773142857142854
14616,2025-02-27 10:07:00,2,247.68000000000004,2,123.84000000000002,United Kingdom,Yorkshire,1,5,4,2,542,11,Potential Loyalist,247.68000000000004,495.36000000000007
13098,2025-02-07 11:32:00,2,893.6,15,59.57333333333334,United Kingdom,East Midlands,21,4,4,4,444,12,Champions,893.6,190.6346666666667
13754,2025-01-25 14:58:00,1,156.00000000000003,8,19.500000000000004,United Kingdom,London,34,3,1,1,311,5,About To Sleep,156.00000000000003,23.400000000000002
15448,2025-01-30 10:42:00,1,494.64000000000004,28,17.665714285714287,United Kingdom,North East,29,3,1,3,313,7,About To Sleep,494.64000000000004,21.198857142857143
18145,2025-01-30 12:10:00,1,609.0100000000001,42,14.500238095238098,United Kingdom,West Midlands,29,3,1,4,314,8,About To Sleep,609.0100000000001,17.400285714285715
14467,2025-01-30 12:35:00,1,131.7,15,8.78,United Kingdom,London,29,3,1,1,311,5,About To Sleep,131.7,10.536
16403,2025-01-30 13:39:00,1,177.5,10,17.75,United Kingdom,North West,29,3,1,1,311,5,About To Sleep,177.5,21.3
15240,2025-01-31 08:23:00,1,312.90000000000003,14,22.35,United Kingdom,London,28,3,1,3,313,7,About To Sleep,312.90000000000003,26.82
13939,2025-01-31 11:30:00,1,184.49999999999997,12,15.374999999999998,United Kingdom,South West,28,3,1,2,312,6,About To Sleep,184.49999999999997,18.449999999999996
13802,2025-01-31 12:03:00,1,969.74,20,48.487,United Kingdom,North West,28,3,1,5,315,9,About To Sleep,969.74,58.1844
16716,2025-01-31 15:35:00,1,734.4000000000001,1,734.4000000000001,United Kingdom,South West,28,3,1,4,314,8,About To Sleep,734.4000000000001,881.2800000000001
15589,2025-02-01 10:46:00,1,184.95,12,15.4125,United Kingdom,East Midlands,27,3,1,2,312,6,About To Sleep,184.95,18.494999999999997
15226,2025-02-01 11:41:00,1,154.41,8,19.30125,United Kingdom,East of England,27,3,1,1,311,5,About To Sleep,154.41,23.1615
16378,2025-02-15 10:32:00,2,287.05,20,14.352500000000001,United Kingdom,East of England,13,4,4,2,442,10,Potential Loyalist,287.05,45.928000000000004
15421,2025-02-01 14:36:00,1,295.06,16,18.44125,United Kingdom,North East,27,3,1,2,312,6,About To Sleep,295.06,22.1295
17337,2025-02-01 17:06:00,1,1026.7200000000007,259,3.9641698841698867,United Kingdom,London,26,4,1,5,415,10,New Customers,1026.7200000000007,6.342671814671819
13581,2025-02-02 14:41:00,1,117.99999999999999,10,11.799999999999999,United Kingdom,London,26,4,1,1,411,6,New Customers,117.99999999999999,18.88
13539,2025-02-02 15:23:00,1,164.1,11,14.918181818181818,United Kingdom,London,26,4,1,1,411,6,New Customers,164.1,23.86909090909091
13871,2025-02-03 09:30:00,1,456.0500000000001,23,19.828260869565224,United Kingdom,Yorkshire,25,4,1,3,413,8,New Customers,456.0500000000001,31.72521739130436
13725,2025-02-23 16:31:00,4,1451.9299999999998,67,21.67059701492537,United Kingdom,South East,5,5,5,5,555,15,Champions,1451.9299999999998,173.36477611940296
18151,2025-02-22 08:29:00,1,312.55,17,18.38529411764706,United Kingdom,Yorkshire,6,5,1,3,513,9,New Customers,312.55,36.77058823529412
17063,2025-02-22 13:45:00,2,319.37,20,15.9685,United Kingdom,London,6,5,4,3,543,12,Loyal Customers,319.37,63.874
18068,2025-02-22 14:50:00,1,101.69999999999999,1,101.69999999999999,United Kingdom,East of England,6,5,1,1,511,7,New Customers,101.69999999999999,203.39999999999998
12945,2025-02-23 14:15:00,1,462.95000000000005,23,20.12826086956522,United Kingdom,London,5,5,1,3,513,9,New Customers,462.95000000000005,40.25652173913044
13851,2025-02-23 17:18:00,1,246.32,17,14.489411764705881,United Kingdom,London,4,5,1,2,512,8,New Customers,246.32,28.978823529411763
14046,2025-02-27 14:48:00,1,154.98999999999998,14,11.070714285714285,United Kingdom,Yorkshire,1,5,1,1,511,7,New Customers,154.98999999999998,22.14142857142857
12583,2025-02-09 15:38:00,3,1907.5799999999997,55,34.68327272727272,France,International,19,4,4,5,445,13,Champions,1907.5799999999997,166.47970909090907
12600,2025-02-02 09:58:00,3,702.7400000000001,15,46.84933333333334,Germany,International,26,4,4,4,444,12,Champions,702.7400000000001,224.87680000000006
12779,2025-02-03 13:19:00,3,1198.58,42,28.537619047619046,Poland,International,25,4,4,5,445,13,Champions,1198.58,136.98057142857144
12567,2025-02-03 11:45:00,3,3179.1099999999983,146,21.77472602739725,France,International,25,4,4,5,445,13,Champions,3179.1099999999983,104.51868493150681
15332,2024-12-07 14:43:00,4,1661.06,35,47.45885714285714,Lithuania,International,83,1,5,5,155,11,At Risk,1661.06,75.93417142857143
12347,2025-01-25 14:30:00,2,1187.18,60,19.786333333333335,Iceland,International,34,3,4,5,345,12,Loyal Customers,1187.18,47.4872
12481,2025-01-06 10:32:00,3,1394.4300000000003,46,30.31369565217392,Germany,International,53,2,4,5,245,11,About To Sleep,1394.4300000000003,72.75286956521741
17097,2025-01-18 13:32:00,2,287.64,63,4.565714285714286,Spain,International,41,3,4,2,342,9,Promising,287.64,10.957714285714285
12551,2024-12-16 11:23:00,1,168.0,10,16.8,Spain,International,74,2,1,1,211,4,About To Sleep,168.0,13.440000000000001
12705,2024-12-16 15:58:00,1,858.0,30,28.6,Germany,International,74,2,1,4,214,7,About To Sleep,858.0,22.880000000000003
12734,2024-12-21 12:47:00,1,110.39999999999999,4,27.599999999999998,France,International,69,2,1,1,211,4,About To Sleep,110.39999999999999,22.08
12585,2024-12-22 12:58:00,1,1262.85,65,19.428461538461537,Germany,International,68,2,1,5,215,8,About To Sleep,1262.85,15.542769230769231
12530,2025-01-06 10:04:00,1,387.4,13,29.799999999999997,Germany,International,53,2,1,3,213,6,About To Sleep,387.4,23.84
12601,2025-02-09 09:43:00,2,257.36,15,17.157333333333334,Germany,International,19,4,4,2,442,10,Potential Loyalist,257.36,54.903466666666674
18062,2025-01-05 10:03:00,1,169.8,5,33.96,United Kingdom,West Midlands,54,2,1,1,211,4,About To Sleep,169.8,27.168000000000003
15719,2025-02-02 12:44:00,2,861.1499999999997,175,4.920857142857141,United Kingdom,Wales,26,4,4,4,444,12,Champions,861.1499999999997,15.746742857142852
18283,2025-02-27 10:30:00,3,317.8999999999998,132,2.408333333333332,United Kingdom,East of England,1,5,5,3,553,13,Loyal Customers,317.8999999999998,14.449999999999992
14242,2025-01-17 08:53:00,1,138.35,8,17.29375,United Kingdom,Yorkshire,42,2,1,1,211,4,About To Sleep,138.35,13.835
15395,2025-01-17 12:40:00,1,107.45000000000002,7,15.350000000000003,United Kingdom,South West,42,2,1,1,211,4,About To Sleep,107.45000000000002,12.280000000000003
15606,2025-02-23 09:32:00,3,914.8700000000001,29,31.54724137931035,United Kingdom,South West,5,5,5,4,554,14,Champions,914.8700000000001,189.2834482758621
17418,2025-01-19 11:39:00,1,167.39000000000001,12,13.949166666666668,United Kingdom,South East,40,3,1,1,311,5,About To Sleep,167.39000000000001,16.739
13328,2025-01-26 15:22:00,1,1308.48,17,76.96941176470588,United Kingdom,South West,33,3,1,5,315,9,About To Sleep,1308.48,92.36329411764706
